"caseid","state","dem","rep","nhwhite","nhblack","BA","faminc3","obama"
163171111,"Ohio",0,0,1,0,0,75,0
163554994,"Connecticut",0,1,1,0,0,NA,0
165236140,"California",1,0,0,0,0,25,NA
163092984,"Ohio",0,0,1,0,1,130,0
162399690,"Arkansas",0,0,1,0,0,35,0
163142115,"Texas",0,0,0,0,1,65,NA
164411854,"Louisiana",0,0,1,0,0,35,0
162409433,"Arizona",0,0,1,0,0,65,1
162991906,"Washington",0,1,1,0,0,NA,0
164208593,"Indiana",0,1,1,0,1,35,0
163323853,"Nevada",0,1,1,0,0,65,1
163600764,"California",1,0,0,0,0,130,1
163599327,"West Virginia",0,0,0,1,1,65,1
163875195,"Virginia",0,1,1,0,0,75,0
162452147,"New York",0,1,1,0,0,110,0
162517308,"New York",1,0,1,0,0,55,1
162452201,"Kansas",0,0,1,0,0,35,1
163075031,"Arizona",0,1,1,0,0,90,0
164536177,"Washington",0,0,1,0,0,NA,0
162307651,"Texas",0,1,1,0,1,300,0
164564313,"California",0,1,1,0,0,25,0
162253406,"California",0,0,1,0,0,110,0
162445316,"Maine",0,0,1,0,0,35,0
162609895,"Massachusetts",0,1,1,0,1,175,0
164456909,"Florida",0,1,1,0,0,15,0
166741400,"Missouri",1,0,0,0,1,35,0
164551595,"Florida",0,0,1,0,0,45,0
162318679,"California",0,1,1,0,0,110,0
161803305,"Georgia",0,1,1,0,0,75,0
163904071,"Nevada",0,1,1,0,0,75,0
162448911,"Louisiana",0,0,1,0,1,110,0
167793961,"Oklahoma",0,0,0,1,0,15,NA
162360327,"Virginia",0,0,1,0,1,175,1
162525869,"Nebraska",1,0,1,0,0,65,1
165034049,"Michigan",1,0,1,0,0,15,1
162858186,"Georgia",0,0,0,1,1,130,NA
166634650,"Colorado",1,0,1,0,0,NA,1
163976599,"Ohio",1,0,1,0,1,15,NA
166316217,"Kentucky",0,1,1,0,1,55,NA
163645122,"Florida",0,0,1,0,0,25,0
162603258,"Kansas",0,0,1,0,0,65,NA
164602776,"Iowa",0,0,0,0,0,25,1
163143289,"California",1,0,0,0,1,NA,NA
165078425,"Maryland",0,0,0,1,0,35,NA
164551062,"New Jersey",1,0,1,0,0,110,1
164629691,"Ohio",0,0,1,0,0,35,1
163443466,"Texas",0,1,1,0,0,35,NA
162307509,"Vermont",0,1,1,0,1,175,0
163065769,"Arizona",1,0,1,0,1,75,1
162277035,"South Carolina",0,1,1,0,0,110,0
162994663,"Illinois",1,0,0,1,0,55,NA
166325449,"Georgia",0,1,1,0,1,75,0
164390522,"Virginia",1,0,1,0,1,45,1
163725179,"Nevada",0,0,1,0,1,55,0
164009747,"California",1,0,0,0,0,5,NA
163075824,"Florida",1,0,0,0,0,130,NA
164345212,"Indiana",1,0,0,0,0,15,1
163733903,"Illinois",1,0,1,0,0,175,0
161842911,"Florida",1,0,1,0,0,35,0
162890964,"Oklahoma",0,1,1,0,1,NA,0
162267506,"Minnesota",0,0,1,0,0,15,0
162067535,"Tennessee",1,0,1,0,0,45,1
162720606,"New Jersey",0,0,1,0,1,15,NA
162296899,"Michigan",0,0,1,0,1,45,0
164999377,"Rhode Island",0,0,1,0,0,NA,0
162831885,"Pennsylvania",0,1,1,0,0,NA,0
162468741,"Iowa",0,0,1,0,1,45,1
162330073,"Ohio",1,0,1,0,1,300,1
164296742,"Illinois",0,0,1,0,0,130,0
164081412,"Florida",1,0,1,0,1,35,0
162267473,"Washington",0,0,1,0,1,130,0
164485926,"Illinois",1,0,0,0,1,55,NA
162586542,"New York",1,0,1,0,1,NA,NA
164540050,"Michigan",1,0,1,0,0,35,1
164128763,"Massachusetts",0,0,1,0,0,55,NA
163218230,"California",1,0,1,0,0,15,NA
164825889,"Montana",0,0,0,0,0,15,NA
162455283,"South Carolina",0,0,0,0,1,35,0
163072109,"Illinois",1,0,0,1,1,55,NA
163571363,"New York",0,1,1,0,0,35,0
163898793,"New Jersey",0,1,1,0,0,NA,NA
162870493,"Colorado",0,0,1,0,0,25,1
163407511,"Wisconsin",0,1,1,0,0,25,NA
163156445,"West Virginia",1,0,1,0,0,55,0
164182952,"Arkansas",0,1,1,0,0,35,0
163084388,"Pennsylvania",1,0,1,0,0,130,1
162496912,"Missouri",0,1,1,0,0,15,0
164140805,"South Carolina",1,0,1,0,1,55,NA
162301098,"Georgia",0,1,1,0,0,175,0
162254712,"South Carolina",0,1,1,0,0,90,0
163590688,"California",1,0,1,0,0,35,1
163578991,"Colorado",0,1,1,0,1,55,0
162260562,"California",0,0,1,0,0,45,1
162388707,"New York",0,1,1,0,0,75,0
162988227,"North Carolina",0,0,1,0,0,35,0
162369849,"Virginia",1,0,1,0,0,25,1
162585109,"Illinois",1,0,1,0,0,90,1
162372561,"California",1,0,0,0,0,55,1
163075936,"Washington",0,0,1,0,1,110,0
162966795,"California",1,0,1,0,0,NA,NA
164961123,"Georgia",1,0,0,1,0,5,NA
162579443,"Mississippi",0,1,1,0,0,15,0
166593962,"Oklahoma",1,0,1,0,1,110,1
164318609,"Florida",0,0,0,0,0,25,0
162336306,"Maine",0,1,1,0,1,NA,0
163148161,"California",0,1,1,0,0,45,0
164384507,"Pennsylvania",0,1,1,0,0,25,0
163885005,"Michigan",1,0,1,0,0,15,NA
161809409,"North Carolina",1,0,1,0,0,130,1
162827597,"Arkansas",0,1,1,0,1,90,0
165706724,"Louisiana",0,0,1,0,0,15,NA
162272841,"Minnesota",0,1,1,0,1,65,0
162523111,"Missouri",0,1,1,0,0,5,0
163421456,"Virginia",1,0,0,0,0,130,NA
162981984,"Georgia",0,0,1,0,1,25,1
162678417,"Michigan",1,0,1,0,0,65,1
163881681,"Florida",1,0,0,0,1,75,NA
161852950,"Minnesota",0,0,1,0,1,NA,0
165455379,"Texas",1,0,0,1,0,55,NA
164638207,"Illinois",0,1,1,0,1,90,NA
164369001,"California",0,0,0,0,0,5,NA
162312544,"Nevada",1,0,0,0,1,130,1
165647485,"Missouri",1,0,0,0,0,45,1
163445806,"Florida",0,1,1,0,0,15,NA
162777606,"Virginia",0,1,1,0,1,90,0
163889313,"Florida",0,0,0,0,0,75,NA
163734021,"South Carolina",0,1,1,0,0,15,NA
162973169,"Maine",1,0,1,0,1,90,NA
162447580,"Mississippi",0,0,1,0,0,5,0
163010315,"Mississippi",1,0,1,0,1,25,1
161810600,"Washington",0,0,1,0,0,65,0
164349113,"Virginia",0,0,1,0,0,55,1
162465497,"Wisconsin",1,0,1,0,0,5,1
162716667,"Indiana",0,1,1,0,0,90,0
162753362,"Virginia",0,0,1,0,1,NA,0
166532977,"California",1,0,1,0,1,90,1
161984475,"California",0,1,1,0,0,35,0
164212400,"Pennsylvania",0,1,1,0,0,15,1
164149462,"Michigan",0,1,0,0,0,15,NA
162448509,"Maryland",1,0,1,0,1,300,1
161831221,"Florida",0,0,0,0,0,NA,NA
163125424,"Washington",0,0,1,0,0,5,1
163496437,"Florida",1,0,1,0,0,75,1
162468346,"Vermont",0,0,1,0,1,NA,0
162337658,"Louisiana",1,0,0,1,0,45,NA
163113409,"New York",0,1,1,0,0,NA,0
163188402,"North Carolina",1,0,1,0,1,65,1
164769773,"California",1,0,1,0,0,5,1
164561118,"Ohio",1,0,1,0,1,15,1
164212701,"Georgia",0,0,1,0,0,15,0
165242898,"Minnesota",1,0,0,1,0,NA,NA
164183172,"Montana",0,0,1,0,0,55,1
162293616,"Missouri",0,0,1,0,0,NA,NA
162410248,"Texas",0,1,1,0,0,65,0
164529183,"Texas",1,0,0,0,0,225,NA
164962769,"Texas",0,0,1,0,0,25,NA
163112880,"Kentucky",0,1,1,0,0,75,0
163474160,"Virginia",1,0,0,0,0,15,1
162606716,"Missouri",0,1,1,0,1,75,0
162145319,"Massachusetts",0,1,1,0,1,25,1
162426773,"Oregon",0,0,1,0,1,35,0
163198872,"Florida",1,0,0,0,1,90,1
162282507,"New York",0,1,1,0,1,55,0
164759098,"Maine",1,0,1,0,0,35,1
164174314,"New York",0,1,1,0,0,35,NA
165117071,"Texas",0,1,0,0,0,45,1
166723437,"Minnesota",0,0,0,0,1,55,0
166706179,"California",0,1,1,0,1,500,0
165121006,"California",1,0,0,0,0,5,NA
163845358,"Ohio",0,1,0,0,1,NA,NA
162337415,"Arizona",0,0,1,0,1,110,0
163166631,"Mississippi",1,0,0,1,0,NA,NA
161707995,"New York",1,0,0,0,0,5,1
162583403,"North Carolina",0,1,1,0,0,55,0
164957782,"Colorado",0,0,1,0,1,55,NA
164078303,"California",1,0,0,0,0,90,NA
162424734,"Oregon",0,0,1,0,0,35,0
164553940,"California",1,0,0,0,0,15,0
161705627,"Indiana",0,0,0,0,0,15,0
162320632,"Alabama",0,1,1,0,0,90,0
165353649,"Massachusetts",1,0,0,1,0,35,NA
162312843,"Michigan",0,1,1,0,1,75,0
163600549,"North Carolina",0,1,1,0,0,35,0
162360489,"Louisiana",0,1,1,0,0,NA,0
162362189,"Louisiana",0,0,1,0,0,75,0
163709970,"New Hampshire",0,0,1,0,1,110,1
163024276,"Minnesota",0,0,1,0,0,90,NA
164769395,"Florida",1,0,0,1,0,25,NA
162561739,"Washington",0,0,0,1,1,35,1
162399771,"Texas",0,0,1,0,1,5,NA
163229816,"California",0,1,1,0,0,75,0
163055686,"Minnesota",0,1,0,1,0,25,NA
162445183,"Minnesota",0,0,1,0,0,NA,1
162986984,"Oregon",0,0,1,0,0,35,1
164759461,"Illinois",0,1,1,0,0,NA,0
164293330,"Wisconsin",1,0,0,1,0,5,NA
162163919,"North Carolina",0,1,1,0,0,35,0
164305275,"Wisconsin",1,0,1,0,0,5,NA
162164867,"Texas",0,1,1,0,1,35,0
162452194,"Georgia",0,1,1,0,0,110,0
162539636,"Pennsylvania",0,1,0,0,0,55,0
163048232,"Alabama",1,0,1,0,0,25,1
164826222,"Florida",0,1,0,0,1,110,0
166713571,"Oregon",0,1,1,0,1,110,0
163286579,"South Carolina",1,0,0,1,0,25,NA
162263722,"Arizona",0,1,1,0,0,75,0
163061080,"Georgia",1,0,1,0,0,55,1
164964906,"Maryland",1,0,0,1,0,25,NA
162015815,"Texas",0,0,1,0,0,45,0
163087389,"Oregon",0,0,0,0,0,45,1
162527522,"North Carolina",1,0,1,0,0,15,1
163163343,"Maryland",0,1,1,0,0,130,0
163289434,"Indiana",1,0,0,1,0,90,NA
162807414,"Maine",0,0,1,0,0,15,0
162307817,"Wisconsin",0,1,1,0,1,45,0
162255389,"Texas",1,0,1,0,1,NA,1
162511735,"South Carolina",0,1,1,0,1,NA,0
162572194,"Michigan",1,0,1,0,1,75,1
162342989,"Indiana",0,0,1,0,1,55,1
163044377,"New York",1,0,0,1,1,65,NA
165248782,"California",0,1,0,0,0,75,0
161866098,"Maryland",1,0,0,0,1,NA,0
162994672,"Texas",1,0,0,0,1,NA,0
164341989,"Texas",0,1,0,0,0,55,NA
162289285,"Michigan",0,1,1,0,1,110,0
162395341,"New Jersey",0,1,1,0,0,90,0
164591285,"Ohio",0,1,1,0,0,15,NA
163569417,"Illinois",0,0,1,0,0,5,NA
164357035,"Illinois",0,0,1,0,0,45,0
161889849,"Georgia",0,1,1,0,1,75,0
163734261,"Ohio",0,1,1,0,0,25,0
162589705,"Alabama",1,0,1,0,0,45,1
164892848,"Florida",1,0,1,0,0,35,NA
164112411,"Florida",0,0,1,0,0,35,1
162426495,"Connecticut",1,0,1,0,1,175,1
163722992,"Missouri",1,0,1,0,0,45,1
164196275,"Missouri",0,0,1,0,0,55,NA
162186243,"California",0,0,1,0,1,75,1
162796033,"Texas",0,0,1,0,1,90,1
161829925,"Maryland",1,0,1,0,1,NA,1
163566958,"Colorado",1,0,1,0,0,5,1
161825369,"Colorado",0,1,1,0,0,45,1
166566109,"North Carolina",1,0,1,0,1,75,1
162298361,"Kansas",1,0,1,0,0,NA,1
166551709,"Michigan",1,0,1,0,1,175,1
162357297,"Georgia",0,0,1,0,1,25,1
163603798,"Washington",1,0,1,0,0,25,1
162972860,"Virginia",1,0,1,0,1,225,1
162681279,"Missouri",0,0,1,0,0,55,NA
162700565,"Indiana",0,1,1,0,0,NA,0
164810640,"Tennessee",1,0,1,0,0,NA,0
166602699,"Maryland",0,0,1,0,1,130,0
164410055,"Tennessee",0,0,1,0,0,15,0
162198660,"Michigan",1,0,1,0,1,225,1
164920410,"Kentucky",0,0,1,0,0,110,1
162277297,"Texas",0,0,1,0,1,35,0
162291315,"New Mexico",0,1,1,0,1,55,0
162273922,"New Mexico",0,0,1,0,1,110,1
164701766,"California",0,0,0,1,0,110,NA
162342523,"Arizona",0,0,1,0,1,35,0
162278109,"Illinois",1,0,1,0,1,110,0
163556707,"Michigan",1,0,0,1,1,110,NA
162358066,"Oregon",1,0,1,0,1,55,1
162301998,"Illinois",1,0,1,0,1,225,1
165188891,"Ohio",1,0,0,1,0,45,1
162773777,"Illinois",0,1,1,0,0,15,0
163507320,"Pennsylvania",1,0,0,1,0,25,NA
162378312,"North Carolina",1,0,0,1,0,5,1
163185805,"Florida",0,0,0,0,0,75,1
165579995,"Michigan",0,0,0,0,0,15,0
162292484,"Texas",1,0,0,1,0,NA,1
164024752,"California",1,0,0,0,0,75,NA
166587784,"Wisconsin",0,1,1,0,0,35,0
164961117,"Pennsylvania",1,0,0,1,0,NA,NA
162377459,"Georgia",1,0,1,0,0,45,1
162304446,"Florida",0,1,1,0,1,65,0
162731892,"Maryland",0,1,0,0,1,NA,0
162406146,"California",1,0,0,1,1,130,NA
163475895,"Rhode Island",1,0,1,0,0,15,1
165363784,"Illinois",1,0,0,1,0,65,1
162365211,"Ohio",1,0,1,0,0,35,1
165245838,"Pennsylvania",0,0,0,0,0,35,NA
162565421,"Virginia",1,0,1,0,0,25,1
162421347,"Washington",1,0,1,0,1,15,0
163074033,"Montana",0,1,1,0,0,130,0
162568988,"Tennessee",0,0,1,0,0,65,NA
162555300,"Oregon",0,1,1,0,0,225,0
164975235,"Kansas",0,0,1,0,0,90,0
163047915,"Delaware",1,0,0,1,0,75,1
166560372,"Oklahoma",1,0,1,0,1,65,1
162038215,"California",1,0,0,1,1,55,NA
164365209,"Illinois",1,0,0,1,0,5,1
162357975,"Missouri",0,1,1,0,1,75,0
162312131,"North Carolina",0,0,1,0,0,NA,0
165099301,"California",1,0,0,0,0,65,NA
165023710,"Alabama",0,1,1,0,0,90,NA
162704349,"Delaware",0,0,1,0,0,35,1
162834889,"Nevada",1,0,1,0,1,175,1
162797559,"Utah",1,0,1,0,1,110,1
164187667,"New Jersey",1,0,0,1,0,110,1
162393249,"New York",0,1,1,0,0,NA,0
162308767,"Washington",1,0,1,0,0,110,1
163355847,"Connecticut",1,0,0,1,0,25,1
162434624,"New Mexico",0,1,1,0,1,75,0
162387219,"Florida",1,0,1,0,0,65,1
162428772,"Illinois",0,1,1,0,1,90,0
162417984,"North Carolina",0,1,0,0,0,55,0
164768442,"Florida",0,1,1,0,0,500,0
162279460,"Kentucky",0,1,1,0,0,75,0
163028340,"Alabama",0,1,1,0,1,45,0
166527331,"Massachusetts",1,0,0,0,1,130,1
163078619,"Kansas",1,0,0,1,0,25,NA
163190810,"California",0,1,1,0,0,NA,0
163347637,"New York",0,0,0,0,1,175,1
163203610,"Ohio",0,0,1,0,0,55,0
161996671,"Texas",0,0,1,0,1,175,0
163032057,"Georgia",0,0,0,1,0,175,1
164292187,"Georgia",0,1,1,0,1,110,0
162858489,"New Jersey",0,0,1,0,1,130,0
162324521,"Florida",0,1,1,0,0,45,NA
165239459,"Georgia",0,0,0,1,0,NA,1
162649609,"Wisconsin",1,0,1,0,1,90,1
166630235,"Arizona",0,0,1,0,1,130,1
165093765,"Washington",1,0,0,0,0,5,NA
164038686,"New Jersey",1,0,1,0,0,90,1
164200889,"North Carolina",0,0,0,0,0,5,NA
162310717,"California",1,0,1,0,0,75,0
162254004,"Missouri",0,0,0,0,0,5,NA
162646746,"Arizona",1,0,1,0,0,130,1
162557445,"Colorado",0,1,1,0,1,90,0
162725564,"Iowa",0,0,1,0,1,110,1
162438315,"Maryland",1,0,1,0,1,90,1
162867152,"Alabama",0,0,1,0,0,NA,0
162373070,"Illinois",1,0,1,0,1,55,1
162284955,"New York",1,0,1,0,1,110,1
162536422,"Wisconsin",1,0,0,1,0,35,1
161625038,"Alabama",0,0,1,0,0,25,NA
162263681,"Michigan",0,1,1,0,1,175,0
165976955,"Washington",1,0,1,0,0,45,1
164864558,"Pennsylvania",0,0,1,0,0,25,NA
163018887,"Florida",0,1,1,0,0,15,0
162677035,"Ohio",0,1,1,0,1,300,0
163125381,"Illinois",1,0,1,0,1,25,1
162819774,"Iowa",0,0,1,0,1,110,0
163878302,"Utah",0,0,0,0,1,65,NA
163406366,"Wisconsin",0,1,1,0,0,45,0
161882459,"Delaware",0,0,1,0,1,75,1
161860555,"Washington",1,0,0,0,1,75,1
162290128,"Maryland",1,0,1,0,0,35,1
163689385,"Illinois",0,0,1,0,0,45,NA
162474251,"Louisiana",0,1,1,0,1,65,0
165477162,"Texas",0,0,1,0,0,NA,0
163023050,"Rhode Island",0,0,0,0,0,75,NA
162386462,"Texas",0,0,1,0,0,35,0
164254141,"Connecticut",1,0,1,0,0,65,1
163158694,"California",0,1,1,0,1,25,0
162293447,"New York",0,0,1,0,0,55,NA
162777714,"Georgia",1,0,0,1,0,90,NA
162342946,"New Jersey",0,0,1,0,1,NA,0
165113481,"Ohio",1,0,0,1,0,5,NA
163083588,"Florida",0,0,1,0,1,75,NA
164183181,"South Carolina",1,0,1,0,0,25,0
162274280,"California",0,1,1,0,1,75,0
162258735,"Georgia",0,1,1,0,0,25,0
162255762,"Connecticut",1,0,0,1,1,175,NA
166474379,"Ohio",1,0,1,0,1,130,1
163059151,"Georgia",0,0,0,1,0,35,NA
162474864,"Oregon",0,0,1,0,0,25,1
163529914,"New Jersey",0,0,0,0,0,175,NA
162264900,"Ohio",1,0,1,0,1,15,1
162901423,"Utah",0,0,1,0,0,15,NA
162404064,"Florida",1,0,1,0,0,110,1
162296979,"Kentucky",0,1,1,0,1,NA,0
162554148,"Indiana",1,0,1,0,0,35,1
162847257,"Massachusetts",0,0,1,0,1,NA,0
162689622,"South Carolina",1,0,1,0,1,110,1
163552817,"Oklahoma",0,0,0,1,0,35,NA
165313973,"Georgia",1,0,0,1,0,55,1
164722817,"Arizona",0,0,1,0,0,45,1
162818150,"Arizona",0,0,1,0,0,25,0
163048354,"Washington",1,0,1,0,0,65,1
163429996,"Florida",0,0,1,0,0,55,1
164957853,"Iowa",0,1,1,0,0,35,0
162430366,"New York",0,0,1,0,1,NA,1
162844731,"Wisconsin",0,0,1,0,0,25,1
162689298,"North Carolina",1,0,0,0,0,65,1
162260148,"Kentucky",1,0,1,0,0,45,1
162357305,"New Hampshire",0,0,1,0,0,35,0
163616138,"Indiana",0,1,1,0,0,35,0
162912016,"Mississippi",0,1,1,0,0,NA,0
163783811,"South Carolina",1,0,1,0,0,130,1
164164886,"Pennsylvania",0,1,1,0,0,15,NA
163425479,"Texas",0,0,0,0,1,75,NA
162725381,"Oregon",0,0,1,0,1,NA,0
162357278,"Mississippi",0,1,1,0,0,35,0
162386381,"Pennsylvania",0,0,1,0,1,90,0
164705840,"Kansas",1,0,0,0,0,110,1
164341299,"California",1,0,0,0,0,NA,NA
164964917,"Massachusetts",0,0,1,0,0,25,1
162665860,"Florida",0,0,1,0,0,75,1
162999130,"North Carolina",1,0,0,1,0,25,1
162867008,"Texas",1,0,1,0,1,110,1
164764837,"Arkansas",0,1,1,0,0,NA,0
165234405,"Virginia",1,0,0,1,0,15,NA
164822267,"Texas",1,0,0,0,0,65,1
166045646,"Florida",1,0,1,0,0,75,NA
162822032,"Michigan",0,0,1,0,0,55,0
163076886,"New York",1,0,1,0,0,75,1
163142074,"Missouri",0,1,1,0,0,35,0
164779276,"Ohio",1,0,0,1,1,35,1
164677691,"New York",0,0,1,0,0,5,0
164978429,"Michigan",1,0,0,1,0,35,NA
164571797,"New Mexico",0,1,1,0,0,35,NA
163102080,"California",1,0,1,0,1,110,1
164906943,"Ohio",0,1,1,0,0,45,NA
162233699,"Illinois",0,0,0,0,0,45,1
163472262,"Florida",0,0,1,0,1,45,NA
162747243,"Wisconsin",0,0,1,0,1,110,1
162169657,"Texas",0,1,1,0,0,75,0
162489242,"Massachusetts",0,1,1,0,0,90,0
166532580,"Florida",0,1,1,0,1,65,0
163545029,"Tennessee",1,0,1,0,0,25,0
164859579,"Texas",1,0,0,1,0,55,NA
163537590,"Arizona",0,1,0,1,1,110,NA
165099225,"North Carolina",0,0,0,1,0,45,0
164476608,"Oregon",0,1,1,0,0,25,0
163838414,"Oklahoma",0,1,1,0,1,55,0
164329151,"New York",1,0,0,1,1,75,NA
163691415,"Arizona",0,1,1,0,0,55,0
162134104,"Illinois",1,0,1,0,1,75,1
162190216,"Nebraska",0,1,1,0,0,55,0
163081384,"Ohio",1,0,1,0,0,15,1
162497124,"North Carolina",1,0,0,0,1,130,1
164861377,"California",0,0,0,1,1,300,1
162901200,"Texas",0,1,1,0,0,110,0
164754344,"California",1,0,1,0,0,25,NA
162372423,"Florida",0,1,1,0,0,NA,0
162060105,"Iowa",1,0,1,0,0,25,1
163171308,"Michigan",0,1,0,0,0,45,0
163954917,"Texas",1,0,0,1,0,45,NA
162922469,"Ohio",0,0,0,0,0,55,0
164903171,"Indiana",0,0,1,0,0,25,NA
162259000,"Texas",0,0,1,0,1,NA,0
162663911,"Florida",0,0,1,0,0,130,0
163027239,"Ohio",1,0,1,0,0,55,1
162253219,"Rhode Island",0,0,1,0,0,25,1
162309227,"Connecticut",0,0,1,0,1,NA,0
162330284,"Oregon",0,1,1,0,0,NA,0
162404192,"Ohio",0,0,1,0,1,55,0
162264172,"Ohio",0,0,1,0,0,55,0
163062668,"Idaho",0,0,1,0,0,45,0
166142034,"Vermont",0,1,1,0,0,NA,0
162524151,"Pennsylvania",0,0,1,0,1,45,1
164341080,"Ohio",0,1,1,0,0,110,0
162366466,"Indiana",0,1,1,0,0,NA,0
166529291,"Wisconsin",0,0,1,0,1,110,1
164204507,"Pennsylvania",1,0,1,0,0,25,0
162416323,"Florida",1,0,1,0,1,15,1
164936831,"California",0,0,1,0,1,175,0
161888242,"West Virginia",1,0,0,0,0,NA,1
161837333,"Mississippi",0,1,1,0,0,15,0
164499021,"Wisconsin",0,0,1,0,0,NA,NA
162286294,"Minnesota",1,0,1,0,0,45,1
165202214,"Massachusetts",0,0,0,1,0,15,NA
162347964,"Ohio",1,0,1,0,0,5,1
163185325,"Louisiana",1,0,0,1,0,35,NA
166583797,"Arkansas",0,1,1,0,1,130,0
164038699,"Texas",1,0,1,0,0,15,NA
162827459,"Virginia",0,1,1,0,1,110,0
164196250,"North Carolina",1,0,1,0,0,15,1
164380409,"Massachusetts",0,0,1,0,0,110,1
162460804,"Indiana",0,1,1,0,0,55,NA
163176031,"Nevada",0,1,0,0,0,5,NA
162150356,"Washington",1,0,1,0,1,175,1
165212579,"Indiana",0,1,1,0,0,5,NA
162385398,"Louisiana",0,0,1,0,1,25,1
162451989,"Arkansas",1,0,1,0,0,15,1
162347680,"Florida",1,0,1,0,0,175,1
165125499,"Texas",0,0,1,0,0,130,1
162395735,"Delaware",0,0,1,0,1,75,0
163881111,"California",0,0,1,0,0,15,NA
164255863,"Ohio",1,0,1,0,0,45,1
163773830,"Utah",0,1,1,0,0,25,0
164633608,"Pennsylvania",1,0,1,0,0,110,1
166532990,"California",1,0,1,0,1,25,1
162725452,"Louisiana",0,0,0,0,0,25,1
164716697,"Alabama",1,0,1,0,0,NA,0
163897009,"Ohio",0,0,1,0,0,55,0
163559954,"California",0,0,1,0,0,110,NA
164716483,"New York",0,0,1,0,0,15,1
162434704,"Minnesota",0,1,1,0,0,55,0
162467179,"Minnesota",0,1,1,0,0,35,0
164816064,"New York",1,0,0,0,1,65,NA
161849530,"Pennsylvania",0,0,1,0,0,45,0
164972333,"Mississippi",1,0,0,1,0,25,NA
162528668,"Kentucky",1,0,1,0,0,35,1
162444983,"New Jersey",0,1,1,0,0,NA,0
164961271,"Alabama",1,0,0,1,0,25,NA
164331971,"Tennessee",0,0,1,0,0,35,0
162568811,"Massachusetts",0,0,1,0,0,45,0
164651656,"Nevada",1,0,0,0,0,35,NA
164372956,"Texas",1,0,0,1,0,55,1
165268144,"Georgia",1,0,0,1,0,25,1
163600651,"Pennsylvania",0,1,0,0,0,15,0
162167403,"Florida",0,0,1,0,0,25,NA
166636836,"New Mexico",1,0,0,0,1,65,1
162648077,"Georgia",0,0,1,0,1,55,0
164815242,"Pennsylvania",0,0,1,0,0,25,NA
165484686,"Kentucky",0,1,1,0,0,75,0
162684546,"Texas",0,0,0,1,0,5,NA
163180724,"Washington",0,1,0,0,0,55,NA
163205242,"Ohio",0,1,0,0,1,110,0
163002233,"Florida",1,0,1,0,0,25,1
165077439,"Georgia",0,1,1,0,0,35,NA
162271985,"Massachusetts",0,0,1,0,0,15,0
162435937,"Oregon",0,0,1,0,1,35,1
164005829,"Pennsylvania",0,1,1,0,0,90,NA
163048266,"Idaho",0,0,0,0,0,25,NA
161996482,"Utah",1,0,1,0,0,25,0
162662296,"California",0,1,1,0,0,175,0
162450285,"Virginia",0,1,0,1,0,130,NA
164240849,"Georgia",1,0,0,1,0,15,NA
164567390,"New York",1,0,0,0,0,45,NA
162585086,"Michigan",0,1,1,0,0,45,0
166583731,"Iowa",0,0,1,0,1,35,1
164779349,"Texas",0,0,0,0,1,55,NA
162572539,"Maine",0,0,1,0,1,55,0
164219477,"Illinois",0,0,1,0,1,NA,0
162418671,"Oregon",0,0,1,0,1,110,1
164636919,"Texas",0,0,0,0,0,75,NA
163000935,"Ohio",0,1,1,0,0,15,NA
165231609,"Texas",1,0,0,0,0,25,NA
162278752,"New Mexico",0,0,1,0,0,55,1
162512428,"Missouri",1,0,1,0,1,15,1
162348229,"Wisconsin",0,0,1,0,0,25,1
166566629,"Iowa",1,0,1,0,1,130,1
162467165,"Colorado",1,0,1,0,0,75,1
164594057,"Pennsylvania",0,0,0,0,0,15,NA
164134319,"Texas",1,0,0,0,0,65,NA
166554549,"Maryland",1,0,1,0,0,65,0
166741422,"Missouri",1,0,1,0,1,75,1
163263047,"Illinois",0,0,1,0,0,45,1
162460951,"New York",1,0,1,0,1,55,1
162324089,"Maryland",0,1,1,0,0,45,0
164796985,"Minnesota",1,0,1,0,0,55,1
162942029,"California",1,0,1,0,1,65,1
162350646,"Illinois",0,1,1,0,1,NA,0
163875123,"Kentucky",1,0,0,1,1,75,1
163564027,"Florida",0,1,1,0,0,65,0
163140210,"New Jersey",0,0,0,1,1,75,1
167690688,"Kentucky",0,0,0,1,0,25,NA
163062497,"Kansas",1,0,1,0,0,25,NA
164462071,"Minnesota",1,0,1,0,0,110,NA
162276788,"New York",1,0,1,0,1,175,0
162725377,"North Carolina",1,0,0,1,0,35,1
164822350,"New York",0,1,1,0,0,NA,0
164633843,"Florida",0,1,1,0,0,45,NA
163144390,"Kentucky",1,0,1,0,1,175,1
165497997,"Indiana",1,0,1,0,1,55,0
165232480,"Louisiana",1,0,0,1,0,15,1
162286268,"Oklahoma",0,0,1,0,1,65,0
164200712,"Pennsylvania",1,0,0,1,0,90,NA
162993147,"New York",0,0,1,0,1,65,1
162582945,"Maryland",0,1,1,0,0,35,1
162586479,"Louisiana",1,0,1,0,0,45,0
162392895,"Idaho",0,1,1,0,0,35,0
162263817,"Florida",0,1,1,0,1,130,0
163070828,"Washington",1,0,1,0,1,130,1
162556834,"Texas",1,0,1,0,0,75,0
163744244,"Pennsylvania",1,0,1,0,1,55,1
162992745,"Alabama",0,0,1,0,1,NA,0
163702033,"Georgia",0,0,1,0,0,NA,0
161588031,"Texas",0,0,0,0,1,110,0
164925089,"West Virginia",1,0,1,0,0,25,NA
