"caseid","state","dem","rep","nhwhite","nhblack","BA","faminc3","obama"
162445252,"Missouri",0,1,1,0,1,75,0
163887440,"Georgia",0,0,1,0,1,175,NA
163101084,"California",1,0,0,0,0,15,1
164646594,"South Carolina",0,0,1,0,0,55,0
162975490,"North Carolina",0,1,1,0,0,NA,0
165078713,"West Virginia",0,0,1,0,0,45,NA
162957325,"Maryland",0,0,1,0,0,55,NA
164959806,"New York",1,0,0,0,0,25,NA
163112029,"Pennsylvania",0,0,0,1,1,75,1
162470294,"Indiana",0,0,1,0,0,55,0
162441999,"Kansas",0,0,1,0,0,NA,0
163699654,"Ohio",0,1,1,0,0,35,NA
163180939,"New Jersey",0,0,0,0,1,110,NA
162289423,"Missouri",0,0,1,0,0,130,0
165286623,"Indiana",1,0,0,1,0,15,NA
164589613,"Florida",0,0,1,0,0,65,0
164836753,"Illinois",1,0,0,0,0,110,1
162422917,"New York",0,0,1,0,1,75,1
163181005,"Florida",1,0,0,0,0,55,NA
166602717,"Texas",0,1,0,0,1,175,0
161806837,"Texas",0,0,0,0,1,90,0
162461938,"Kansas",0,1,1,0,1,110,0
163379520,"Massachusetts",0,1,0,1,0,45,NA
162947099,"New Jersey",0,1,1,0,1,NA,0
164560044,"Illinois",0,0,1,0,0,90,1
164508327,"Florida",0,1,1,0,0,NA,0
162293715,"West Virginia",1,0,1,0,1,NA,1
164967410,"North Carolina",0,1,1,0,0,55,0
162143583,"Alabama",1,0,0,0,0,35,1
164240147,"West Virginia",0,0,0,0,0,NA,NA
162887246,"Texas",0,0,0,0,1,45,NA
163024986,"Pennsylvania",0,0,1,0,1,NA,NA
162372944,"Illinois",1,0,1,0,0,5,1
164466914,"Florida",1,0,0,1,0,45,NA
162430853,"Virginia",1,0,1,0,1,75,1
164825796,"Alabama",0,0,1,0,0,45,0
164938310,"Massachusetts",0,0,1,0,0,35,1
161802730,"New Jersey",0,1,1,0,0,15,0
162720630,"New Jersey",0,1,1,0,0,75,0
162153414,"Minnesota",0,0,1,0,1,45,0
163043972,"California",1,0,0,0,1,130,NA
166759028,"Oklahoma",0,1,1,0,0,65,0
164453107,"South Carolina",0,0,1,0,0,90,0
165771653,"Tennessee",0,0,1,0,0,55,0
162403952,"South Carolina",0,1,1,0,0,35,0
163062692,"Vermont",1,0,1,0,1,55,1
162756545,"Oklahoma",0,1,1,0,1,90,0
163390068,"Oregon",0,0,1,0,0,25,1
162342567,"California",0,1,1,0,0,15,0
162871489,"Massachusetts",0,0,0,0,0,110,1
162396382,"California",1,0,0,0,0,25,1
164629396,"Michigan",0,1,1,0,0,35,0
162402102,"Michigan",1,0,1,0,1,NA,1
162426616,"Georgia",1,0,0,1,0,5,1
162370318,"Nebraska",1,0,1,0,0,NA,0
162978802,"California",0,1,0,0,0,90,NA
164033801,"Virginia",0,0,1,0,1,NA,1
162775067,"Pennsylvania",1,0,1,0,0,15,1
163697404,"Missouri",0,0,1,0,1,110,0
162313907,"Arizona",1,0,1,0,1,110,1
162320058,"California",1,0,1,0,1,225,1
162034696,"Missouri",1,0,1,0,1,55,1
165728606,"New York",0,0,1,0,0,5,NA
162430472,"South Dakota",0,1,1,0,1,5,0
162557487,"Wisconsin",1,0,1,0,0,55,1
164715279,"California",0,0,1,0,0,90,1
165122098,"New York",1,0,0,1,0,NA,NA
162367254,"California",0,1,1,0,0,NA,0
163116932,"Arizona",1,0,1,0,1,65,1
162254832,"Maryland",0,0,1,0,0,5,0
162883208,"Virginia",1,0,0,1,0,55,NA
164221736,"Alabama",1,0,0,0,0,45,NA
162987794,"Arizona",0,0,1,0,0,NA,0
165028742,"California",0,1,0,0,0,90,0
163048115,"Arkansas",0,0,1,0,0,15,0
164822428,"Nevada",1,0,0,0,0,65,1
162275132,"Rhode Island",1,0,0,0,1,175,1
165645648,"California",1,0,1,0,1,90,1
162209151,"Tennessee",1,0,0,1,1,45,1
164461979,"Texas",0,1,1,0,0,90,0
163481378,"Iowa",0,1,1,0,0,45,0
161820219,"Virginia",1,0,0,1,1,55,1
162644765,"Nebraska",1,0,1,0,0,65,1
163773788,"Maryland",0,0,0,0,1,45,NA
162365304,"California",1,0,0,0,0,45,NA
164564510,"Georgia",1,0,0,1,0,35,1
164611882,"Virginia",0,0,1,0,0,NA,NA
163496474,"Ohio",0,1,1,0,0,55,0
162943464,"Illinois",0,1,1,0,0,75,0
162606739,"Florida",1,0,1,0,1,45,1
162606613,"South Dakota",0,1,1,0,0,65,0
162667653,"California",1,0,1,0,1,75,1
165159492,"Washington",1,0,0,1,1,NA,1
164331819,"Georgia",0,0,0,1,0,15,NA
162434349,"Oklahoma",0,1,1,0,0,15,0
164462012,"Virginia",0,0,1,0,0,110,0
162834511,"Alabama",1,0,1,0,0,35,NA
164205012,"Indiana",1,0,1,0,0,130,1
164263429,"Florida",0,1,1,0,0,5,NA
166575333,"Florida",1,0,1,0,0,75,1
164305614,"Pennsylvania",1,0,1,0,0,75,NA
162815555,"Arizona",1,0,0,0,0,75,NA
162324336,"Indiana",0,1,1,0,0,35,NA
163544979,"Georgia",1,0,0,1,0,35,1
162293387,"California",0,0,1,0,0,75,0
164418971,"Florida",0,1,1,0,0,NA,NA
164941945,"Florida",1,0,0,0,0,75,NA
162258400,"District of Columbia",1,0,1,0,1,175,1
162298184,"Oregon",1,0,1,0,0,15,NA
163103442,"Minnesota",1,0,1,0,0,35,1
163217785,"Alabama",1,0,0,1,0,NA,NA
164953866,"Georgia",0,1,1,0,0,35,NA
163087543,"Washington",0,0,0,0,1,65,1
162284919,"Texas",1,0,1,0,0,45,1
163174352,"Pennsylvania",1,0,0,1,1,15,1
164865355,"North Carolina",1,0,1,0,0,35,1
165992921,"Louisiana",1,0,0,1,1,45,1
162485624,"Florida",0,0,1,0,1,15,NA
161884347,"Georgia",0,1,1,0,1,175,0
162762233,"District of Columbia",1,0,0,1,0,15,1
164331966,"Virginia",1,0,0,1,0,NA,NA
164630004,"California",0,1,1,0,0,45,NA
164749632,"Arkansas",0,1,1,0,0,65,0
164540166,"New Jersey",1,0,1,0,0,25,NA
166581705,"Utah",0,1,1,0,1,110,0
164820529,"Mississippi",0,0,0,1,0,5,NA
162278298,"Texas",0,0,1,0,0,35,0
162253721,"Arizona",1,0,1,0,1,130,1
162800078,"Alabama",0,1,1,0,0,35,0
164768680,"California",1,0,1,0,0,90,1
162696420,"West Virginia",0,0,1,0,1,65,0
162844728,"Tennessee",0,1,1,0,1,75,0
164874366,"New Jersey",0,0,1,0,0,110,1
163102437,"Washington",0,0,1,0,1,110,1
163537769,"South Dakota",0,1,1,0,0,25,0
162270797,"California",1,0,1,0,0,65,1
164945841,"New Jersey",0,0,1,0,0,NA,0
166648988,"Ohio",1,0,0,0,1,NA,0
162001619,"Arizona",0,1,1,0,0,55,0
165037537,"Ohio",0,0,1,0,0,65,0
162254183,"Colorado",0,0,1,0,1,75,0
162318280,"Minnesota",1,0,1,0,0,35,1
166465224,"California",0,1,1,0,1,225,0
164215977,"Florida",0,1,1,0,0,35,0
164369092,"Washington",1,0,1,0,0,75,1
163200588,"Minnesota",0,0,1,0,0,NA,0
163882946,"Pennsylvania",0,0,1,0,0,45,1
162281448,"Arizona",0,0,0,0,0,15,1
162697924,"Hawaii",1,0,0,0,0,130,1
164490188,"California",1,0,0,0,0,25,1
161999549,"California",1,0,1,0,1,300,1
162167658,"Florida",0,1,1,0,0,65,0
162159085,"Indiana",0,0,1,0,0,35,NA
163914418,"California",0,1,0,0,1,55,NA
166635305,"Florida",0,1,0,0,1,225,0
163078449,"New Jersey",1,0,0,1,1,90,1
163062693,"Texas",0,0,0,0,1,55,NA
162372555,"Minnesota",1,0,1,0,1,75,1
166718407,"Missouri",1,0,1,0,0,225,1
165432744,"Indiana",1,0,1,0,0,35,1
162322706,"Massachusetts",0,0,1,0,1,130,0
162988387,"New York",0,1,1,0,0,NA,0
163312574,"California",0,0,1,0,1,25,0
164209058,"Indiana",1,0,1,0,0,65,1
162015986,"Louisiana",0,1,1,0,1,75,0
162932623,"California",0,1,1,0,0,75,0
164822417,"Louisiana",0,0,0,1,1,55,NA
162417282,"Florida",0,1,1,0,0,65,0
162807976,"Maine",1,0,0,0,1,35,1
163337920,"North Carolina",0,1,1,0,0,45,NA
164597482,"Massachusetts",1,0,1,0,0,NA,1
164021216,"Florida",1,0,1,0,0,NA,1
161813984,"Florida",1,0,1,0,0,NA,1
165568682,"Florida",0,0,0,0,0,45,NA
162383518,"Wisconsin",0,1,1,0,0,15,0
162596222,"Nevada",0,0,1,0,1,55,1
165203556,"New York",1,0,0,1,0,NA,1
162693229,"Florida",0,0,1,0,0,25,0
164551311,"Louisiana",0,1,1,0,0,35,NA
162174072,"New York",0,0,1,0,0,55,NA
164625373,"Washington",1,0,1,0,1,45,1
162342481,"California",0,0,1,0,1,65,0
162542018,"Texas",1,0,1,0,0,NA,1
162305726,"Arkansas",0,0,1,0,0,25,NA
164503029,"Alaska",0,0,1,0,0,65,NA
163148080,"Florida",0,1,1,0,0,110,0
163551618,"New Jersey",0,1,0,0,1,65,0
164144270,"New Jersey",0,1,1,0,0,45,0
162715103,"Idaho",0,0,1,0,0,45,NA
164013639,"Georgia",0,0,0,1,0,25,1
166563689,"Ohio",0,0,1,0,0,NA,NA
163176021,"California",0,0,0,0,0,45,NA
163679235,"California",0,1,1,0,0,300,0
162406336,"Washington",0,1,1,0,0,45,0
162853386,"Kentucky",0,1,1,0,0,NA,0
164607274,"Washington",1,0,1,0,0,90,NA
163441010,"Georgia",1,0,0,0,1,55,NA
163005677,"Texas",1,0,0,1,0,15,1
162492471,"Texas",0,1,1,0,0,110,0
164187624,"New York",1,0,0,0,0,45,NA
162783780,"Oregon",0,0,1,0,0,15,1
163590531,"New Jersey",1,0,0,1,0,175,NA
165106554,"Oklahoma",1,0,0,0,0,25,1
162570867,"Florida",0,1,1,0,1,225,0
165587979,"Colorado",0,1,1,0,0,NA,NA
163221968,"Vermont",0,0,1,0,0,35,NA
162289362,"Texas",0,1,1,0,0,55,1
166107091,"Ohio",0,1,1,0,0,110,0
162857616,"North Carolina",0,0,1,0,0,65,1
164972107,"New York",0,0,0,0,0,75,1
162744324,"Louisiana",1,0,1,0,0,35,1
162707979,"New York",0,1,0,0,0,35,NA
166775866,"California",1,0,0,0,1,225,0
162530241,"Georgia",0,1,1,0,0,110,0
162258911,"Arizona",0,1,1,0,0,25,0
164237526,"Texas",0,1,1,0,0,35,0
162470520,"Kentucky",1,0,1,0,0,15,1
164646348,"Ohio",0,0,1,0,0,55,0
165777938,"Mississippi",1,0,1,0,0,NA,1
165331744,"Missouri",0,1,1,0,0,15,0
162360069,"Maine",1,0,1,0,0,15,1
162378122,"Wisconsin",1,0,1,0,0,15,1
163118023,"New Hampshire",0,1,1,0,1,90,0
163071165,"Ohio",1,0,0,1,0,45,NA
163058896,"New Jersey",1,0,1,0,0,55,1
162448773,"New Mexico",1,0,0,0,1,35,1
162167851,"California",0,1,1,0,1,NA,0
163402972,"Pennsylvania",0,1,1,0,0,65,0
163898340,"South Carolina",0,0,1,0,0,25,NA
163355715,"Pennsylvania",1,0,1,0,0,35,0
164209046,"Idaho",0,1,1,0,0,55,0
164558190,"South Carolina",0,0,1,0,0,NA,NA
161779976,"New York",0,1,1,0,0,90,0
162390854,"New Jersey",1,0,1,0,1,75,1
164478774,"New York",1,0,1,0,0,110,NA
161882359,"Florida",1,0,0,1,1,55,NA
163682948,"Florida",0,1,0,0,0,25,0
163223556,"Florida",1,0,0,1,0,NA,NA
163074796,"Texas",0,1,1,0,0,45,0
162340073,"Mississippi",0,0,1,0,1,35,0
163118809,"Florida",0,1,0,1,1,75,0
162815202,"New Mexico",1,0,1,0,0,25,NA
164208820,"Kansas",0,1,1,0,0,25,NA
163215848,"Ohio",0,0,1,0,0,35,0
163881840,"California",1,0,0,0,0,15,NA
162285723,"West Virginia",0,0,1,0,1,65,0
163424901,"Florida",0,1,1,0,0,15,NA
163307278,"North Carolina",0,0,1,0,0,65,0
164382384,"Illinois",0,1,0,0,0,425,NA
164554741,"Missouri",0,0,1,0,0,45,1
164701491,"Texas",1,0,1,0,0,NA,1
162397835,"Illinois",0,0,1,0,0,5,0
162722148,"Illinois",0,1,1,0,0,130,0
163027521,"Virginia",0,0,0,1,0,75,NA
162887361,"Oregon",1,0,1,0,1,65,1
162686143,"Michigan",0,0,1,0,0,55,1
162502007,"Texas",0,1,1,0,1,35,0
162815428,"Indiana",1,0,1,0,1,55,1
161576747,"Indiana",0,0,1,0,1,75,0
164811986,"North Carolina",1,0,1,0,0,55,NA
164466793,"Minnesota",0,0,1,0,0,35,NA
161599624,"Maryland",0,1,1,0,1,90,NA
164364856,"North Carolina",1,0,1,0,0,55,0
163138582,"Colorado",0,0,1,0,0,55,0
163570694,"Idaho",0,1,0,0,0,110,0
162949226,"Florida",0,1,1,0,0,25,0
162853458,"Wisconsin",0,0,0,1,1,35,1
162862866,"Nevada",1,0,0,0,0,15,1
162813297,"South Dakota",0,1,1,0,1,NA,0
162698711,"Georgia",1,0,0,1,0,35,1
162370036,"Indiana",0,0,1,0,0,NA,0
162400247,"Virginia",1,0,0,1,0,35,1
162448862,"Arkansas",1,0,1,0,0,25,1
161582908,"Illinois",0,1,0,0,1,75,NA
162579882,"South Carolina",0,0,1,0,0,15,0
162401887,"Florida",1,0,0,1,0,55,1
162439960,"Virginia",0,1,1,0,1,25,0
162410513,"Virginia",0,0,1,0,0,65,0
163590565,"Florida",0,1,1,0,0,55,0
163077329,"Oregon",1,0,1,0,1,75,1
162357328,"Pennsylvania",0,0,0,1,0,25,NA
163190761,"New York",1,0,0,0,1,90,NA
162438176,"Kansas",1,0,1,0,1,65,1
164191879,"Wisconsin",0,1,1,0,0,35,0
164558203,"Texas",0,1,1,0,0,35,0
165193461,"North Carolina",1,0,0,1,0,35,NA
164764044,"Texas",0,0,1,0,0,55,0
162843611,"California",0,1,1,0,0,25,0
162370125,"Washington",0,0,1,0,1,75,0
162638394,"Michigan",0,1,1,0,1,110,NA
162675423,"Iowa",1,0,0,0,1,65,1
162391308,"Texas",1,0,1,0,1,130,1
164938055,"Louisiana",1,0,0,1,0,5,1
163910802,"New York",1,0,0,1,0,175,NA
161755074,"California",0,1,0,0,0,90,NA
164754136,"New York",1,0,1,0,0,NA,NA
162902409,"California",0,1,0,0,1,110,NA
162259649,"New York",1,0,0,1,0,45,1
165214124,"Texas",1,0,0,0,0,5,1
162464658,"North Dakota",0,0,1,0,0,65,1
162384078,"Kansas",1,0,1,0,1,35,1
162145711,"Nebraska",1,0,1,0,1,45,1
164517764,"Georgia",1,0,1,0,0,5,NA
162792016,"Wyoming",1,0,1,0,0,25,1
166616139,"New Jersey",1,0,1,0,1,425,1
164472150,"Florida",0,1,1,0,0,35,0
164341337,"Indiana",1,0,1,0,0,110,1
164638349,"California",1,0,0,0,0,15,NA
162920113,"West Virginia",1,0,1,0,0,5,NA
164826163,"Ohio",1,0,0,0,0,35,NA
163373048,"Massachusetts",1,0,1,0,1,25,1
162342721,"Virginia",1,0,1,0,1,45,1
164353168,"Michigan",0,1,1,0,0,45,0
163070876,"Tennessee",1,0,1,0,0,130,0
164913652,"District of Columbia",1,0,1,0,1,75,1
162916006,"Maryland",0,1,1,0,0,45,0
162516145,"Illinois",1,0,1,0,1,90,1
163033571,"Florida",0,1,1,0,0,75,0
161872514,"Florida",0,0,1,0,0,5,NA
162434338,"Illinois",1,0,1,0,0,5,NA
163058911,"California",1,0,1,0,0,65,1
163432013,"California",0,0,1,0,1,110,NA
164134040,"Pennsylvania",0,1,1,0,0,55,0
164358676,"Texas",0,1,1,0,0,65,NA
164778745,"California",1,0,0,0,0,45,NA
163143720,"West Virginia",0,1,1,0,0,45,0
162727829,"California",1,0,0,1,0,130,NA
167211896,"Michigan",1,0,1,0,0,15,NA
164233831,"South Dakota",1,0,1,0,1,130,1
162308149,"Texas",1,0,1,0,1,90,1
162288573,"Washington",0,1,1,0,1,NA,0
164038529,"Florida",1,0,1,0,0,35,1
164685771,"California",0,0,1,0,0,130,0
163261580,"Georgia",0,0,1,0,1,90,0
163881797,"Arizona",1,0,1,0,0,5,NA
162542538,"New Mexico",0,1,1,0,0,15,0
163011537,"California",0,1,1,0,0,110,0
162453858,"Minnesota",1,0,1,0,1,NA,1
163254617,"New York",1,0,0,0,1,35,NA
163062504,"New York",0,0,1,0,0,130,NA
162448813,"Hawaii",1,0,0,0,0,55,1
161826995,"Michigan",1,0,1,0,1,130,1
163737974,"Minnesota",1,0,1,0,0,110,NA
162366632,"California",0,0,1,0,1,15,1
164536859,"Florida",1,0,0,1,0,35,NA
162536646,"Georgia",0,0,1,0,1,110,0
164533159,"California",1,0,1,0,0,75,1
164981897,"Illinois",0,1,1,0,0,110,0
162583208,"Hawaii",0,0,0,0,1,NA,1
162191341,"Oregon",1,0,1,0,0,90,1
164558026,"Arizona",0,0,1,0,0,5,0
163218081,"South Carolina",0,0,1,0,0,NA,0
162328330,"Florida",0,0,1,0,1,25,0
162586574,"New York",0,0,1,0,1,130,0
161866020,"Iowa",1,0,1,0,1,110,1
165246126,"Georgia",1,0,0,0,0,5,NA
162682847,"Mississippi",0,1,1,0,0,55,0
162448839,"West Virginia",1,0,1,0,1,25,0
165243209,"District of Columbia",1,0,0,1,0,NA,1
165013656,"California",0,0,1,0,0,45,1
162853705,"Georgia",1,0,0,1,0,55,1
162289218,"Florida",1,0,0,0,1,55,1
162547994,"Missouri",1,0,1,0,1,25,1
162563685,"Georgia",1,0,0,1,0,90,1
162029626,"Oregon",1,0,1,0,1,15,1
164934245,"Pennsylvania",1,0,1,0,0,NA,1
162951030,"North Carolina",0,1,1,0,0,45,0
163129689,"Indiana",0,0,1,0,0,35,1
162789989,"Oregon",0,0,1,0,0,35,0
162747031,"Washington",1,0,1,0,1,55,NA
164301070,"Michigan",0,1,1,0,1,35,0
165384436,"Texas",1,0,0,0,0,15,NA
166365568,"Indiana",0,1,1,0,0,65,0
163156520,"California",1,0,0,1,1,110,NA
162819585,"Colorado",1,0,1,0,1,130,1
162373059,"Florida",1,0,1,0,1,55,1
163404833,"Kansas",1,0,0,1,0,35,1
164043196,"Florida",1,0,0,0,0,5,NA
163083675,"New Jersey",0,0,0,0,0,15,NA
162437975,"California",0,0,1,0,1,90,0
164701459,"Montana",0,0,1,0,0,25,0
162544066,"Wisconsin",1,0,1,0,1,15,1
162448516,"Kentucky",1,0,1,0,0,45,1
164789409,"Virginia",0,0,0,0,0,5,NA
163215154,"Louisiana",0,0,1,0,0,55,0
165066308,"Michigan",0,0,1,0,0,5,0
163553277,"Massachusetts",0,0,1,0,0,55,0
165275453,"California",1,0,0,1,0,15,NA
162538060,"Georgia",1,0,0,0,0,45,1
162674316,"Tennessee",1,0,1,0,1,90,NA
165208756,"New York",1,0,0,1,1,35,NA
165197846,"California",1,0,0,0,0,25,NA
162568879,"Oklahoma",0,0,1,0,0,35,NA
162720421,"Connecticut",0,0,0,0,1,NA,0
163373027,"Texas",0,1,0,0,1,NA,0
163399273,"New York",1,0,1,0,1,130,1
162851458,"Mississippi",0,1,1,0,1,25,0
162368216,"Nevada",0,0,1,0,0,NA,0
164020846,"Florida",1,0,1,0,0,55,1
163892464,"Nevada",0,0,0,0,1,175,1
163148180,"Missouri",0,1,1,0,0,90,0
162272953,"Illinois",0,1,1,0,1,175,0
163207895,"New Jersey",0,1,1,0,1,130,NA
162659419,"Virginia",1,0,1,0,1,175,1
162616942,"New York",0,1,1,0,0,NA,0
164624964,"New York",1,0,1,0,0,NA,NA
164009128,"Michigan",0,1,0,0,0,15,0
164061445,"Washington",1,0,0,0,0,35,1
163223217,"Illinois",1,0,0,1,0,35,NA
163346219,"Rhode Island",0,0,1,0,1,25,1
162430390,"Arizona",1,0,1,0,1,45,0
162311728,"Pennsylvania",0,0,1,0,0,25,1
163914102,"Washington",1,0,0,0,0,NA,NA
163181100,"Idaho",1,0,0,0,0,35,NA
164028681,"Minnesota",0,1,1,0,0,65,0
164810908,"Arkansas",1,0,0,1,0,90,1
164815222,"Texas",0,1,1,0,0,45,0
163272666,"California",1,0,1,0,1,NA,NA
164625239,"Mississippi",0,0,1,0,0,25,NA
162718645,"Maine",0,0,1,0,1,130,NA
165606850,"California",1,0,1,0,1,175,1
164558186,"North Carolina",0,1,0,0,1,45,0
162553732,"Georgia",1,0,1,0,1,75,NA
164187685,"Missouri",1,0,1,0,0,90,1
162292648,"Utah",0,1,1,0,1,35,0
162281222,"Nevada",0,1,1,0,0,45,0
162744369,"Virginia",0,0,1,0,1,90,0
164774278,"New Jersey",1,0,1,0,0,45,NA
163595915,"North Carolina",1,0,0,0,1,65,1
163139288,"Texas",0,0,0,0,1,NA,NA
164368889,"Minnesota",0,0,1,0,0,NA,0
162550249,"Florida",0,0,1,0,0,25,NA
164577179,"Kentucky",1,0,1,0,1,5,NA
162542733,"South Carolina",1,0,0,1,1,130,1
162861880,"Massachusetts",0,0,1,0,1,15,NA
161992239,"North Carolina",0,0,1,0,1,175,0
164600206,"Georgia",0,1,1,0,0,25,NA
163146706,"Michigan",0,0,1,0,0,15,1
162430735,"New Jersey",1,0,1,0,1,65,0
162357197,"Arizona",0,1,1,0,1,35,0
165097712,"Missouri",0,0,0,1,0,15,1
164244270,"California",0,0,1,0,1,25,1
162635476,"Missouri",1,0,1,0,0,55,1
163065740,"Maine",1,0,0,0,1,35,NA
162269091,"Illinois",0,1,1,0,0,45,0
162408197,"Oregon",0,1,1,0,1,55,0
164792404,"Florida",1,0,1,0,0,NA,1
162947937,"New York",0,0,1,0,1,300,1
162666962,"New York",0,1,1,0,1,NA,0
162455662,"New Jersey",1,0,1,0,0,90,1
162390996,"Florida",0,0,1,0,1,130,1
163142130,"Georgia",0,1,1,0,0,25,0
162254413,"California",1,0,1,0,0,110,1
164764158,"Ohio",0,1,1,0,0,300,0
163214882,"North Carolina",1,0,0,1,0,25,NA
164847187,"Pennsylvania",1,0,1,0,0,NA,0
162169855,"Kansas",1,0,1,0,1,5,0
161900342,"Florida",0,0,1,0,0,55,1
165065846,"Tennessee",0,1,1,0,0,35,NA
162753145,"New Hampshire",0,1,1,0,0,130,1
165120963,"Louisiana",1,0,0,0,1,45,NA
162650401,"California",0,0,1,0,0,25,0
163180915,"Michigan",1,0,0,1,1,90,NA
163353172,"Missouri",1,0,0,1,1,35,1
162515002,"Arizona",0,0,1,0,0,75,NA
164597399,"Nevada",0,1,1,0,1,75,NA
163180540,"Texas",0,1,0,0,0,110,1
162391842,"North Carolina",0,1,1,0,1,45,0
164713947,"New York",0,0,1,0,0,15,NA
162596282,"California",1,0,0,0,0,45,1
164027780,"Wyoming",1,0,1,0,0,110,0
164123457,"New York",0,0,0,1,0,5,NA
162439309,"Alabama",1,0,0,0,0,NA,1
164228757,"Missouri",0,1,1,0,0,65,0
162293841,"Alaska",0,0,1,0,0,25,0
162292616,"Tennessee",0,0,1,0,0,45,0
162644875,"New Jersey",1,0,1,0,1,NA,1
163553191,"Georgia",0,1,1,0,0,110,0
162360359,"North Carolina",1,0,1,0,0,75,0
163463362,"Wisconsin",1,0,1,0,0,15,0
164769565,"New Jersey",0,0,1,0,0,90,0
162422526,"Iowa",0,0,1,0,0,75,0
163190739,"North Carolina",0,0,1,0,0,25,0
161730942,"Indiana",1,0,1,0,1,130,1
162206486,"Georgia",0,0,1,0,0,45,NA
164178929,"Colorado",0,0,1,0,0,35,NA
162274094,"Mississippi",0,1,1,0,0,NA,NA
162209480,"Michigan",1,0,1,0,1,225,1
162395621,"Maine",0,0,1,0,0,NA,NA
161889752,"Iowa",0,0,1,0,0,NA,0
161801444,"Georgia",0,1,1,0,0,45,0
163177722,"Tennessee",0,0,1,0,1,75,0
161861769,"Tennessee",0,1,1,0,0,25,0
162560034,"Massachusetts",1,0,0,0,1,45,1
162264348,"Kentucky",0,1,1,0,0,75,0
164410574,"Georgia",0,1,1,0,0,90,0
162431023,"Missouri",0,0,1,0,0,35,NA
164241806,"New York",1,0,0,1,1,55,NA
163149455,"Kansas",0,0,1,0,0,175,NA
162477690,"North Carolina",0,1,1,0,0,35,0
164041173,"Massachusetts",0,1,1,0,0,130,0
165074675,"California",1,0,0,0,0,5,NA
165707172,"Washington",0,1,1,0,0,110,0
164106924,"Florida",1,0,1,0,0,25,1
162805541,"Colorado",0,0,1,0,1,130,1
163166298,"Illinois",1,0,0,1,1,NA,NA
163100121,"Washington",0,1,1,0,1,55,NA
162445192,"Washington",1,0,0,1,0,55,1
162455153,"New Jersey",1,0,1,0,1,75,0
162578043,"New Jersey",1,0,0,0,1,110,1
162360029,"Florida",0,0,1,0,0,55,0
162543570,"New York",0,0,1,0,0,45,0
162284749,"Washington",1,0,1,0,1,225,1
162502466,"California",0,1,0,0,0,NA,0
162432404,"Kentucky",0,1,1,0,0,25,0
162901809,"California",1,0,1,0,1,NA,1
162300859,"Georgia",0,0,0,0,1,130,1
165245862,"Illinois",1,0,0,0,0,65,1
162742968,"California",1,0,0,1,1,35,1
163247484,"New York",0,0,1,0,0,35,0
162022116,"New York",0,0,1,0,0,90,0
165375792,"California",0,0,0,0,0,35,NA
162392985,"Florida",1,0,1,0,0,90,0
165260445,"New Jersey",0,0,0,0,0,25,NA
161839084,"Virginia",1,0,1,0,0,25,0
162547873,"Tennessee",1,0,1,0,1,225,1
163319715,"West Virginia",0,1,1,0,1,175,0
164975462,"North Carolina",1,0,0,0,0,55,NA
163371791,"Florida",0,0,0,0,0,55,NA
161848825,"Texas",0,0,1,0,1,35,0
161802722,"Michigan",1,0,1,0,1,90,1
164779542,"Florida",0,1,1,0,0,35,0
163286321,"Illinois",0,0,0,1,1,55,NA
161860202,"District of Columbia",1,0,0,1,0,35,1
162360458,"Pennsylvania",0,1,1,0,1,45,0
162258718,"California",0,1,1,0,0,110,0
163031283,"Alabama",0,0,0,1,1,5,1
164021107,"Maryland",0,0,0,1,0,35,NA
162422765,"Indiana",1,0,1,0,0,25,1
164228542,"Florida",0,0,1,0,0,NA,NA
163044543,"California",0,1,1,0,0,25,NA
165500075,"Oklahoma",0,1,1,0,0,75,0
161853398,"North Carolina",0,1,1,0,0,45,0
161779575,"New York",0,0,1,0,1,65,0
164783431,"Pennsylvania",0,0,1,0,0,15,1
164467051,"North Dakota",1,0,1,0,0,75,0
164822599,"New York",0,1,1,0,0,NA,0
162300647,"Michigan",0,1,1,0,1,55,0
165235821,"Minnesota",1,0,0,1,0,110,1
162598572,"Illinois",1,0,0,1,0,5,NA
163131018,"New Jersey",1,0,0,1,0,25,1
163841327,"Montana",0,0,1,0,0,25,1
163058915,"Texas",0,1,0,0,1,130,NA
165119512,"Oklahoma",1,0,0,1,1,65,NA
164547517,"Michigan",1,0,0,0,0,55,1
163068431,"New Jersey",0,0,0,0,1,25,NA
163367794,"South Carolina",1,0,0,1,1,65,NA
162468650,"Kansas",1,0,1,0,0,65,1
164536940,"Washington",0,0,1,0,0,15,1
166588683,"New Hampshire",1,0,1,0,1,45,1
163229982,"Alabama",0,1,1,0,0,55,0
165097750,"North Carolina",1,0,0,1,0,5,NA
164314267,"Ohio",0,1,1,0,0,25,0
164965267,"Massachusetts",0,0,1,0,0,25,0
162134293,"New York",1,0,0,0,1,45,NA
162593442,"Arizona",1,0,1,0,0,25,NA
166788438,"Kentucky",1,0,1,0,1,130,1
162606132,"Pennsylvania",0,1,1,0,0,55,0
164818747,"California",1,0,1,0,0,75,1
162994872,"Pennsylvania",1,0,0,1,0,25,1
162406001,"Maryland",0,0,0,0,0,65,0
165175972,"Texas",0,1,0,0,0,75,NA
164005661,"Pennsylvania",0,1,1,0,0,45,NA
164846462,"Tennessee",1,0,1,0,0,55,1
162252879,"New Jersey",1,0,1,0,0,45,1
163511525,"New Jersey",1,0,1,0,1,425,1
